Edad;Id_animal;Tipo;Raza;color;Fecha_de_nac;Fecha_y_Hora;Mes_y_ano;Nombre;Tipo_resultado;Adquisicion;Esterilizado
1 year;A692524;Dog;Yorkshire Terrier Mix;Brown/White;2013-11-21T00:00:00;2014-11-26T14:36:00;2014-11-26T14:36:00;;;Adoption;Neutered Male
2 days;A680145;Dog;Labrador Retriever Mix;Black/White;2014-05-29T00:00:00;2014-05-31T11:22:00;2014-05-31T11:22:00;;Partner;Transfer;Intact Female
4 months;A676607;Dog;Basenji/Chihuahua Longhair;Red/White;2013-11-16T00:00:00;2014-04-16T17:54:00;2014-04-16T17:54:00;Snickers;;Adoption;Spayed Female
2 years;A668405;Cat;Domestic Shorthair Mix;Orange Tabby/White;2011-12-03T00:00:00;2013-12-04T14:32:00;2013-12-04T14:32:00;Ceelo;;Return to Owner;Neutered Male
4 months;A669603;Cat;Siamese Mix;Flame Point;2013-08-23T00:00:00;2013-12-23T17:27:00;2013-12-23T17:27:00;*Gimpy Cb;Suffering;Euthanasia;Intact Female
8 years;A463218;Dog;Basset Hound;Tricolor;2005-09-02T00:00:00;2014-03-18T18:48:00;2014-03-18T18:48:00;Dixie;Partner;Transfer;Spayed Female
1 year;A668923;Dog;Blue Lacy Mix;Blue;2012-12-11T00:00:00;2014-06-12T19:06:00;2014-06-12T19:06:00;*Happy;;Adoption;Spayed Female
2 years;A691380;Dog;Miniature Poodle Mix;White;2012-11-03T00:00:00;2014-11-24T14:22:00;2014-11-24T14:22:00;*Aldo;;Adoption;Neutered Male
2 days;A682002;Cat;Domestic Shorthair Mix;Calico;2014-06-20T00:00:00;2014-06-22T17:36:00;2014-06-22T17:36:00;;Partner;Transfer;Intact Female
2 months;A685147;Cat;Domestic Shorthair Mix;Brown Tabby/White;2014-07-07T00:00:00;2014-09-08T15:23:00;2014-09-08T15:23:00;Luke;Foster;Adoption;Neutered Male
3 days;A675482;Cat;Domestic Shorthair Mix;Blue/White;2014-03-25T00:00:00;2014-03-28T13:09:00;2014-03-28T13:09:00;;Partner;Transfer;Intact Male
1 year;A669791;Cat;Domestic Shorthair Mix;Tortie;2012-12-27T00:00:00;2013-12-28T16:22:00;2013-12-28T16:22:00;;SCRP;Transfer;Intact Female
1 year;A689965;Cat;Domestic Shorthair Mix;Brown Tabby;2013-10-12T00:00:00;2014-10-13T10:53:00;2014-10-13T10:53:00;;Suffering;Euthanasia;Intact Male
7 months;A688158;Cat;Domestic Medium Hair Mix;Torbie;2014-02-15T00:00:00;2014-09-23T09:00:00;2014-09-23T09:00:00;;SCRP;Transfer;Spayed Female
1 month;A688809;Cat;Domestic Shorthair Mix;Blue;2014-08-17T00:00:00;2014-09-29T17:51:00;2014-09-29T17:51:00;;Partner;Transfer;Intact Male
1 year;A667834;Dog;Australian Cattle Dog Mix;Blue Tick/Brown;2013-03-23T00:00:00;2014-11-29T13:50:00;2014-11-29T13:50:00;Lucky;;Adoption;Neutered Male
1 year;A668372;Dog;Pit Bull Mix;Tan;2013-01-08T00:00:00;2014-01-12T15:20:00;2014-01-12T15:20:00;*Greta;;Adoption;Spayed Female
2 years;A693282;Dog;Staffordshire Mix;Chocolate;2012-12-05T00:00:00;2014-12-07T18:26:00;2014-12-07T18:26:00;Sampson;;Return to Owner;Neutered Male
1 year;A675125;Cat;Domestic Shorthair Mix;Blue Tabby;2013-03-23T00:00:00;2014-03-23T16:18:00;2014-03-23T16:18:00;;Suffering;Euthanasia;Intact Female
2 years;A685014;Dog;Catahoula/Australian Cattle Dog;Black;2012-08-01T00:00:00;2014-08-10T12:20:00;2014-08-10T12:20:00;Eli;Partner;Transfer;Intact Male
4 years;A678998;Dog;Pit Bull Mix;Blue;2010-05-15T00:00:00;2014-05-15T17:41:00;2014-05-15T17:41:00;Rain;;Return to Owner;Spayed Female
3 weeks;A689193;Cat;Domestic Shorthair Mix;Blue Tabby;2014-09-08T00:00:00;2014-09-30T14:11:00;2014-09-30T14:11:00;;Suffering;Euthanasia;Intact Male
3 weeks;A683797;Cat;Domestic Shorthair Mix;Brown Tabby;2014-06-23T00:00:00;2014-07-15T16:37:00;2014-07-15T16:37:00;;Partner;Transfer;Intact Male
2 years;A691815;Dog;Pug/Beagle;Fawn;2012-11-10T00:00:00;2014-12-06T12:27:00;2014-12-06T12:27:00;*Maddy;;Adoption;Spayed Female
4 months;A665313;Dog;Brittany Mix;Chocolate/White;2013-06-16T00:00:00;2013-10-21T17:20:00;2013-10-21T17:20:00;Leeloo;;Adoption;Spayed Female
8 years;A665091;Dog;Chihuahua Shorthair Mix;Brown;2005-10-13T00:00:00;2013-10-23T11:23:00;2013-10-23T11:23:00;Coco;Partner;Transfer;Spayed Female
2 years;A678823;Cat;Domestic Shorthair Mix;Brown Tabby;2012-05-13T00:00:00;2014-05-13T08:00:00;2014-05-13T08:00:00;;SCRP;Transfer;Intact Female
5 years;A627604;Cat;Snowshoe/Domestic Shorthair;White/Seal Point;2009-05-19T00:00:00;2014-11-20T12:22:00;2014-11-20T12:22:00;*S'Mores;Partner;Transfer;Neutered Male
1 year;A688096;Cat;Domestic Shorthair Mix;White;2013-03-14T00:00:00;2014-09-28T18:26:00;2014-09-28T18:26:00;Khloe;;Adoption;Spayed Female
7 years;A675208;Dog;German Shepherd Mix;Tan/Black;2007-03-25T00:00:00;2014-04-04T18:06:00;2014-04-04T18:06:00;Dollar;;Return to Owner;Neutered Male
2 years;A622128;Dog;Boxer Mix;Brown Brindle/White;2012-02-09T00:00:00;2014-05-23T15:00:00;2014-05-23T15:00:00;Ginger;Foster;Adoption;Spayed Female
2 years;A673768;Other;Rat;Black/White;2012-03-02T00:00:00;2014-03-02T10:09:00;2014-03-02T10:09:00;Toto;Suffering;Euthanasia;Intact Female
1 year;A671137;Dog;Labrador Retriever Mix;Tan/White;2013-01-23T00:00:00;2014-01-26T18:20:00;2014-01-26T18:20:00;Charlie;;Adoption;Neutered Male
3 years;A679292;Cat;Domestic Shorthair Mix;Black/White;2011-05-19T00:00:00;2014-05-22T18:38:00;2014-05-22T18:38:00;;At Vet;Died;Intact Male
5 days;A687682;Cat;Domestic Shorthair Mix;Blue Tabby;2014-09-03T00:00:00;2014-09-08T18:53:00;2014-09-08T18:53:00;;Partner;Transfer;Unknown
5 years;A647491;Dog;Lhasa Apso Mix;Black/White;2009-02-11T00:00:00;2014-09-14T13:11:00;2014-09-14T13:11:00;Loverboy;;Adoption;Neutered Male
7 years;A676362;Dog;Samoyed Mix;White;2007-04-08T00:00:00;2014-04-08T17:08:00;2014-04-08T17:08:00;Rei;;Return to Owner;Spayed Female
1 month;A689146;Cat;Domestic Shorthair Mix;Tortie/Calico;2014-08-21T00:00:00;2014-10-01T07:54:00;2014-10-01T07:54:00;;Rabies Risk;Euthanasia;Intact Female
8 months;A667897;Dog;Labrador Retriever Mix;Black;2013-03-25T00:00:00;2013-11-26T18:22:00;2013-11-26T18:22:00;Layla;;Return to Owner;Spayed Female
3 weeks;A679452;Cat;Domestic Shorthair Mix;Brown Tabby;2014-04-29T00:00:00;2014-05-21T12:35:00;2014-05-21T12:35:00;;Partner;Transfer;Intact Male
2 months;A674929;Cat;Domestic Shorthair Mix;Brown Tabby/White;2014-02-13T00:00:00;2014-04-26T18:17:00;2014-04-26T18:17:00;*Sugar;Foster;Adoption;Spayed Female
4 weeks;A680094;Cat;Domestic Shorthair;Black/White;2014-04-29T00:00:00;2014-05-29T17:54:00;2014-05-29T17:54:00;;Suffering;Euthanasia;Unknown
9 years;A467387;Dog;Boxer Mix;Red/White;2004-04-07T00:00:00;2014-03-19T15:17:00;2014-03-19T15:17:00;Princess;Behavior;Euthanasia;Spayed Female
6 years;A668522;Dog;Chihuahua Shorthair Mix;Red;2007-12-04T00:00:00;2013-12-14T19:01:00;2013-12-14T19:01:00;Taquita;;Return to Owner;Spayed Female
9 months;A691420;Dog;Bruss Griffon Mix;Buff;2014-02-04T00:00:00;2014-11-08T17:49:00;2014-11-08T17:49:00;;;Adoption;Neutered Male
2 months;A683657;Cat;Domestic Shorthair Mix;Blue Tabby;2014-04-28T00:00:00;2014-07-17T17:55:00;2014-07-17T17:55:00;Spruce;;Adoption;Neutered Male
4 years;A686467;Dog;Catahoula Mix;White/Tan;2010-08-22T00:00:00;2014-09-27T17:29:00;2014-09-27T17:29:00;Duke;;Adoption;Neutered Male
2 years;A668746;Cat;Domestic Medium Hair Mix;Blue Tabby;2011-12-08T00:00:00;2013-12-10T18:17:00;2013-12-10T18:17:00;Luckey;;Adoption;Intact Male
1 year;A691990;Dog;Labrador Retriever Mix;Yellow/White;2013-11-13T00:00:00;2014-11-30T14:21:00;2014-11-30T14:21:00;*Lucy;Partner;Transfer;Spayed Female
4 months;A687017;Cat;Domestic Shorthair Mix;Orange Tabby/White;2014-04-15T00:00:00;2014-08-31T09:00:00;2014-08-31T09:00:00;;SCRP;Transfer;Intact Female
1 year;A675462;Cat;Domestic Shorthair Mix;Black;2013-03-28T00:00:00;2014-04-06T14:27:00;2014-04-06T14:27:00;Pia;;Adoption;Spayed Female
1 year;A636746;Dog;German Shepherd Mix;Brown Brindle/White;2012-04-24T00:00:00;2014-03-29T16:51:00;2014-03-29T16:51:00;Animal;;Return to Owner;Neutered Male
6 months;A687417;Dog;Chihuahua Shorthair/Miniature Pinscher;Tan/Black;2014-03-04T00:00:00;2014-09-08T17:28:00;2014-09-08T17:28:00;Chico;;Adoption;Neutered Male
10 years;A678398;Dog;Rottweiler Mix;Black/Tan;2004-05-08T00:00:00;2014-05-08T16:10:00;2014-05-08T16:10:00;Unique;Suffering;Euthanasia;Intact Female
3 months;A668328;Cat;Domestic Shorthair Mix;Brown Tabby;2013-08-20T00:00:00;2013-12-07T15:38:00;2013-12-07T15:38:00;*Sophie;;Adoption;Spayed Female
1 year;A671160;Cat;Domestic Shorthair Mix;Calico;2013-01-19T00:00:00;2014-01-22T15:10:00;2014-01-22T15:10:00;;SCRP;Transfer;Spayed Female
7 months;A665084;Cat;Domestic Shorthair Mix;Tortie;2013-02-13T00:00:00;2013-10-14T16:05:00;2013-10-14T16:05:00;;SCRP;Transfer;Intact Female
1 month;A669010;Dog;Border Collie/Labrador Retriever;Black/White;2013-10-12T00:00:00;2013-12-12T18:16:00;2013-12-12T18:16:00;;Partner;Transfer;Intact Male
8 months;A668745;Dog;Black/Tan Hound/German Shepherd;Black/Tan;2013-04-08T00:00:00;2013-12-19T15:05:00;2013-12-19T15:05:00;*Parker;Partner;Transfer;Neutered Male
4 years;A616444;Dog;Labrador Retriever Mix;Yellow;2009-12-22T00:00:00;2014-11-14T15:12:00;2014-11-14T15:12:00;Springdale;;Return to Owner;Neutered Male
1 year;A680680;Dog;Miniature Poodle/Cocker Spaniel;Tan;2012-12-06T00:00:00;2014-06-17T16:55:00;2014-06-17T16:55:00;Rufus;;Return to Owner;Neutered Male
1 month;A689184;Dog;Golden Retriever Mix;Brown;2014-08-30T00:00:00;2014-10-25T12:47:00;2014-10-25T12:47:00;Pumpkin;Foster;Adoption;Spayed Female
12 years;A692466;Dog;Miniature Poodle Mix;White;2002-11-21T00:00:00;2014-11-28T14:01:00;2014-11-28T14:01:00;*Smith;Partner;Transfer;Neutered Male
1 month;A667424;Dog;German Shepherd Mix;Black/Tan;2013-10-01T00:00:00;2013-11-19T18:59:00;2013-11-19T18:59:00;;Partner;Transfer;Intact Male
7 years;A678574;Dog;Shih Tzu;Black/White;2007-05-10T00:00:00;2014-05-20T14:29:00;2014-05-20T14:29:00;Victoria;Partner;Transfer;Spayed Female
4 months;A689634;Cat;Domestic Shorthair Mix;Black/White;2014-06-07T00:00:00;2014-10-09T09:00:00;2014-10-09T09:00:00;;SCRP;Transfer;Intact Male
3 weeks;A688598;Cat;Domestic Shorthair Mix;Tortie;2014-08-30T00:00:00;2014-09-21T13:21:00;2014-09-21T13:21:00;;Partner;Transfer;Intact Female
2 years;A680868;Cat;Domestic Longhair Mix;Orange Tabby/White;2012-06-09T00:00:00;2014-06-11T19:03:00;2014-06-11T19:03:00;;SCRP;Transfer;Intact Female
2 years;A677845;Dog;German Shepherd Mix;Black/Brown;2012-04-30T00:00:00;2014-05-10T18:46:00;2014-05-10T18:46:00;Archie;;Return to Owner;Neutered Male
14 years;A659515;Dog;Vizsla;Red;1999-07-26T00:00:00;2014-02-12T17:11:00;2014-02-12T17:11:00;Tango;;Return to Owner;Neutered Male
2 months;A679031;Cat;Domestic Shorthair Mix;Orange Tabby;2014-03-15T00:00:00;2014-05-31T16:11:00;2014-05-31T16:11:00;*Pete;;Adoption;Spayed Female
1 year;A622128;Dog;Boxer Mix;Brown Brindle/White;2012-02-09T00:00:00;2014-01-19T14:43:00;2014-01-19T14:43:00;Ginger;;Adoption;Spayed Female
3 years;A668834;Dog;Pomeranian Mix;White/Brown;2010-12-10T00:00:00;2013-12-10T14:51:00;2013-12-10T14:51:00;Snow White;;Adoption;Spayed Female
14 years;A680340;Dog;Dachshund;Red/White;2000-06-01T00:00:00;2014-06-03T12:26:00;2014-06-03T12:26:00;Winston;Partner;Transfer;Neutered Male
1 year;A665666;Cat;Domestic Shorthair Mix;Black;2012-10-21T00:00:00;2013-12-27T15:49:00;2013-12-27T15:49:00;*Teddy;Partner;Transfer;Neutered Male
6 months;A674361;Other;Bat Mix;Brown;2013-09-11T00:00:00;2014-03-16T12:09:00;2014-03-16T12:09:00;;;Disposal;Unknown
1 year;A684011;Cat;Domestic Shorthair Mix;Brown Tabby;2013-07-18T00:00:00;2014-07-20T09:00:00;2014-07-20T09:00:00;;SCRP;Transfer;Intact Female
1 year;A668442;Dog;Vizsla Mix;Red/White;2012-06-04T00:00:00;2014-03-09T14:43:00;2014-03-09T14:43:00;*Myrtle;;Adoption;Spayed Female
1 month;A680380;Cat;Domestic Shorthair Mix;Brown Tabby;2014-05-11T00:00:00;2014-07-11T16:52:00;2014-07-11T16:52:00;;In Foster;Died;Intact Male
1 year;A673828;Dog;Chihuahua Shorthair Mix;Red/White;2012-09-03T00:00:00;2014-03-21T17:16:00;2014-03-21T17:16:00;*Petey;;Adoption;Neutered Male
7 years;A687606;Dog;Pit Bull Mix;Tan/White;2007-09-07T00:00:00;2014-09-11T17:27:00;2014-09-11T17:27:00;Maryjane;;Adoption;Spayed Female
1 week;A685282;Cat;Domestic Shorthair Mix;Cream Tabby;2014-07-29T00:00:00;2014-08-05T12:47:00;2014-08-05T12:47:00;;Partner;Transfer;Intact Male
5 months;A663914;Dog;Labrador Retriever/Flat Coat Retriever;Black;2013-07-11T00:00:00;2013-12-18T16:43:00;2013-12-18T16:43:00;Kona;;Adoption;Spayed Female
1 year;A684441;Cat;Domestic Shorthair Mix;Brown Tabby/White;2013-07-23T00:00:00;2014-07-23T17:00:00;2014-07-23T17:00:00;;Suffering;Euthanasia;Intact Male
4 years;A691384;Dog;Greater Swiss Mountain Dog;Black/Tricolor;2010-11-03T00:00:00;2014-11-04T16:41:00;2014-11-04T16:41:00;Hoss;;Return to Owner;Intact Male
3 weeks;A681828;Cat;Domestic Shorthair Mix;Black;2014-05-29T00:00:00;2014-06-20T18:28:00;2014-06-20T18:28:00;;Partner;Transfer;Intact Male
14 years;A674522;Dog;Miniature Schnauzer Mix;Silver/Tan;2000-03-15T00:00:00;2014-03-15T18:40:00;2014-03-15T18:40:00;Pepper;;Return to Owner;Neutered Male
4 years;A686467;Dog;Catahoula Mix;White/Tan;2010-08-22T00:00:00;2014-11-22T19:37:00;2014-11-22T19:37:00;Duke;;Adoption;Neutered Male
3 years;A681910;Dog;Boxer Mix;Brown/White;2011-06-21T00:00:00;2014-06-26T12:09:00;2014-06-26T12:09:00;*Nash;Partner;Transfer;Intact Male
1 year;A687060;Dog;Pit Bull Mix;Blue/White;2013-03-02T00:00:00;2014-10-01T14:24:00;2014-10-01T14:24:00;Pablo;;Adoption;Neutered Male
3 years;A678865;Dog;Chihuahua Shorthair Mix;Black/White;2011-05-13T00:00:00;2014-12-09T15:56:00;2014-12-09T15:56:00;Mila;Partner;Transfer;Spayed Female
2 years;A683304;Dog;Labrador Retriever;Chocolate;2012-07-09T00:00:00;2014-07-17T15:18:00;2014-07-17T15:18:00;Jc;Partner;Transfer;Intact Male
1 year;A681551;Dog;Siberian Husky;Red/White;2013-06-18T00:00:00;2014-06-22T18:39:00;2014-06-22T18:39:00;Brodie;;Adoption;Intact Male
4 years;A608107;Dog;Catahoula Mix;Black/White;2010-08-18T00:00:00;2014-10-25T17:15:00;2014-10-25T17:15:00;Otis;;Return to Owner;Neutered Male
3 months;A691754;Dog;Pit Bull Mix;White/Black;2014-08-08T00:00:00;2014-12-06T15:49:00;2014-12-06T15:49:00;*Lolita;Partner;Transfer;Spayed Female
3 years;A667798;Dog;Shih Tzu Mix;White/White;2010-11-23T00:00:00;2013-11-23T15:59:00;2013-11-23T15:59:00;Henry Jones;Partner;Transfer;Neutered Male
2 weeks;A688627;Cat;Domestic Shorthair Mix;Cream Tabby;2014-09-04T00:00:00;2014-09-21T15:25:00;2014-09-21T15:25:00;;Partner;Transfer;Intact Female
2 months;A686974;Cat;Russian Blue Mix;Blue;2014-06-29T00:00:00;2014-09-19T19:17:00;2014-09-19T19:17:00;*Beau;;Adoption;Neutered Male
2 years;A673425;Other;Raccoon Mix;Gray/Black;2012-02-24T00:00:00;2014-02-28T09:57:00;2014-02-28T09:57:00;;Rabies Risk;Euthanasia;Unknown
2 months;A673816;Dog;Chihuahua Shorthair Mix;Brown/Black;2013-12-19T00:00:00;2014-03-07T18:20:00;2014-03-07T18:20:00;;;Adoption;Spayed Female
5 months;A686736;Cat;Domestic Shorthair Mix;Blue Tabby/White;2014-02-26T00:00:00;2014-08-27T09:00:00;2014-08-27T09:00:00;;SCRP;Transfer;Unknown
1 year;A667890;Dog;Redbone Hound/Boxer;Red/White;2012-11-24T00:00:00;2013-12-07T17:59:00;2013-12-07T17:59:00;*Dori;;Adoption;Spayed Female
4 months;A664767;Dog;Plott Hound/Pit Bull;Brown Brindle/White;2013-06-08T00:00:00;2013-11-05T14:22:00;2013-11-05T14:22:00;Tasha Yar;;Adoption;Spayed Female
2 years;A693407;Dog;Golden Retriever/Labrador Retriever;Buff;2012-12-07T00:00:00;2014-12-17T12:54:00;2014-12-17T12:54:00;*Richard;;Adoption;Neutered Male
4 weeks;A680107;Other;Raccoon;Gray/Black;2014-04-29T00:00:00;2014-05-30T10:12:00;2014-05-30T10:12:00;;Rabies Risk;Euthanasia;Unknown
10 months;A689821;Dog;Pit Bull Mix;Brown/White;2013-12-10T00:00:00;2014-10-20T17:22:00;2014-10-20T17:22:00;Cookie;;Return to Owner;Intact Female
15 years;A690326;Cat;Domestic Shorthair Mix;Tortie;1999-10-18T00:00:00;2014-10-22T15:08:00;2014-10-22T15:08:00;Mitzy;Partner;Transfer;Spayed Female
10 years;A549214;Dog;Pit Bull Mix;Brown;2003-12-04T00:00:00;2013-12-03T18:15:00;2013-12-03T18:15:00;Bella;;Return to Owner;Spayed Female
3 years;A692370;Cat;Domestic Shorthair Mix;Brown Tabby/White;2011-11-19T00:00:00;2014-11-25T18:41:00;2014-11-25T18:41:00;;SCRP;Transfer;Intact Male
4 years;A664745;Dog;Golden Retriever;Gold;2009-10-08T00:00:00;2013-10-12T16:46:00;2013-10-12T16:46:00;Melady;Partner;Transfer;Spayed Female
1 year;A687585;Dog;Chihuahua Shorthair Mix;Tricolor;2013-09-07T00:00:00;2014-09-13T15:24:00;2014-09-13T15:24:00;*Deacon;;Adoption;Neutered Male
2 years;A675068;Dog;Chihuahua Shorthair/Beagle;Tricolor;2012-03-22T00:00:00;2014-09-20T08:33:00;2014-09-20T08:33:00;Griffin;;Return to Owner;Neutered Male
2 years;A686063;Cat;Domestic Medium Hair Mix;Black;2012-08-16T00:00:00;2014-08-16T10:16:00;2014-08-16T10:16:00;;Suffering;Euthanasia;Neutered Male
2 months;A683415;Cat;Domestic Shorthair Mix;Blue Tabby/White;2014-04-18T00:00:00;2014-07-16T12:13:00;2014-07-16T12:13:00;Socks;;Adoption;Neutered Male
2 years;A673708;Dog;Chihuahua Shorthair Mix;Brown/White;2012-02-28T00:00:00;2014-08-20T16:19:00;2014-08-20T16:19:00;Toby;;Return to Owner;Neutered Male
4 years;A620178;Dog;Dogue De Bordeaux Mix;Brown/White;2010-02-14T00:00:00;2014-08-10T12:48:00;2014-08-10T12:48:00;*Melody;;Adoption;Spayed Female
2 months;A680129;Cat;Siamese Mix;Flame Point;2014-04-15T00:00:00;2014-07-03T17:40:00;2014-07-03T17:40:00;*Hugh;Foster;Adoption;Neutered Male
1 year;A680527;Dog;Labrador Retriever Mix;Black/White;2013-06-04T00:00:00;2014-07-02T14:26:00;2014-07-02T14:26:00;*Shadow;Behavior;Euthanasia;Neutered Male
5 months;A688995;Cat;Domestic Shorthair Mix;Brown Tabby;2014-04-27T00:00:00;2014-09-28T09:00:00;2014-09-28T09:00:00;;SCRP;Transfer;Intact Female
6 years;A650349;Cat;Domestic Shorthair Mix;Tortie;2007-03-27T00:00:00;2013-12-16T14:17:00;2013-12-16T14:17:00;Ethel;Partner;Transfer;Spayed Female
1 year;A668323;Cat;Domestic Medium Hair Mix;Brown Tabby/White;2012-12-02T00:00:00;2013-12-03T15:47:00;2013-12-03T15:47:00;;SCRP;Transfer;Intact Female
6 days;A674755;Cat;Domestic Shorthair Mix;Blue Tabby/White;2014-03-12T00:00:00;2014-03-18T11:47:00;2014-03-18T11:47:00;;Partner;Transfer;Intact Female
2 months;A682053;Dog;American Staffordshire Terrier/Labrador Retriever;Black/White;2014-04-23T00:00:00;2014-06-27T17:00:00;2014-06-27T17:00:00;Ellie;;Adoption;Spayed Female
6 months;A675538;Dog;Beagle;Orange/White;2013-10-01T00:00:00;2014-04-09T16:16:00;2014-04-09T16:16:00;Copper;Partner;Transfer;Neutered Male
7 months;A662943;Cat;Domestic Shorthair Mix;Black;2013-03-10T00:00:00;2013-10-13T18:25:00;2013-10-13T18:25:00;*Harry;;Adoption;Neutered Male
2 months;A688717;Dog;Labrador Retriever/Border Collie;Black/White;2014-08-22T00:00:00;2014-11-08T18:00:00;2014-11-08T18:00:00;Piglet;Foster;Adoption;Spayed Female
5 years;A688287;Dog;Chihuahua Longhair Mix;Cream;2009-09-17T00:00:00;2014-09-17T14:28:00;2014-09-17T14:28:00;;Suffering;Euthanasia;Intact Male
1 month;A679310;Cat;Domestic Shorthair Mix;Blue/White;2014-05-17T00:00:00;2014-07-03T08:00:00;2014-07-03T08:00:00;;In Foster;Died;Intact Female
1 month;A686398;Dog;Plott Hound Mix;Black/Brown Brindle;2014-06-29T00:00:00;2014-08-21T15:37:00;2014-08-21T15:37:00;;Partner;Transfer;Intact Male
6 months;A692931;Dog;Chihuahua Shorthair Mix;Tricolor;2014-05-28T00:00:00;2014-12-03T12:00:00;2014-12-03T12:00:00;Lola;;Adoption;Spayed Female
3 months;A679894;Dog;Pointer Mix;Brown/White;2014-02-28T00:00:00;2014-06-03T12:23:00;2014-06-03T12:23:00;;Partner;Transfer;Spayed Female
2 years;A680242;Cat;Domestic Shorthair Mix;Brown Tabby;2012-05-31T00:00:00;2014-06-19T19:09:00;2014-06-19T19:09:00;*Darwen;SCRP;Transfer;Intact Male
7 years;A674318;Dog;Dachshund Mix;Brown;2007-03-11T00:00:00;2014-03-15T19:06:00;2014-03-15T19:06:00;;Partner;Transfer;Neutered Male
2 months;A682044;Cat;Domestic Shorthair Mix;Calico;2014-05-19T00:00:00;2014-07-26T16:51:00;2014-07-26T16:51:00;*Lizzy;;Adoption;Spayed Female
5 years;A690586;Dog;Chihuahua Longhair Mix;White;2009-10-22T00:00:00;2014-10-26T18:09:00;2014-10-26T18:09:00;;;Adoption;Spayed Female
1 year;A681995;Other;Raccoon;Gray/Black;2013-06-22T00:00:00;2014-06-22T16:47:00;2014-06-22T16:47:00;;Suffering;Euthanasia;Unknown
1 year;A675411;Other;Bat Mix;Brown;2013-03-27T00:00:00;2014-03-27T11:29:00;2014-03-27T11:29:00;;Rabies Risk;Euthanasia;Unknown
4 months;A665383;Dog;German Shepherd Mix;Black/Tan;2013-06-19T00:00:00;2013-10-30T16:23:00;2013-10-30T16:23:00;Indica;;Adoption;Spayed Female
1 year;A673498;Dog;Rat Terrier/Dachshund;White/Black;2013-02-25T00:00:00;2014-03-07T12:16:00;2014-03-07T12:16:00;*Jasper;Partner;Transfer;Neutered Male
2 years;A667357;Cat;Domestic Shorthair Mix;Brown Tabby/White;2011-11-16T00:00:00;2013-11-18T15:36:00;2013-11-18T15:36:00;Kit Tay;SCRP;Transfer;Spayed Female
3 weeks;A679451;Cat;Domestic Shorthair Mix;Blue Tabby;2014-04-29T00:00:00;2014-05-21T12:35:00;2014-05-21T12:35:00;;Partner;Transfer;Intact Female
2 years;A682667;Dog;Cairn Terrier/Miniature Schnauzer;Black/White;2012-01-01T00:00:00;2014-07-06T13:13:00;2014-07-06T13:13:00;;;Adoption;Neutered Male
4 years;A630530;Dog;Yorkshire Terrier Mix;Black/Tan;2010-06-24T00:00:00;2014-09-27T18:03:00;2014-09-27T18:03:00;Sasha;;Adoption;Spayed Female
3 years;A691355;Dog;Boxer/Labrador Retriever;Black;2011-11-03T00:00:00;2014-11-04T08:13:00;2014-11-04T08:13:00;Jonny Cash;Rabies Risk;Euthanasia;Neutered Male
13 years;A318500;Dog;German Shepherd Mix;Tan;2001-08-18T00:00:00;2014-10-08T16:13:00;2014-10-08T16:13:00;Tiger;;Return to Owner;Neutered Male
2 years;A677426;Dog;Chihuahua Shorthair Mix;Tan;2012-04-25T00:00:00;2014-07-14T19:28:00;2014-07-14T19:28:00;*Taco;;Adoption;Neutered Male
2 years;A635991;Dog;Pit Bull Mix;Black/White;2011-08-30T00:00:00;2013-10-14T15:51:00;2013-10-14T15:51:00;Kane;;Return to Owner;Neutered Male
1 year;A681101;Cat;Domestic Shorthair Mix;Brown Tabby;2013-06-12T00:00:00;2014-06-19T14:36:00;2014-06-19T14:36:00;Spaghetti;Partner;Transfer;Spayed Female
1 month;A688553;Cat;Domestic Medium Hair;Brown Tabby/White;2014-08-20T00:00:00;2014-10-20T11:39:00;2014-10-20T11:39:00;Abby;Foster;Adoption;Spayed Female
4 months;A682423;Dog;Labrador Retriever/Australian Kelpie;Black/Brown;2014-02-12T00:00:00;2014-07-04T18:42:00;2014-07-04T18:42:00;;Partner;Transfer;Intact Male
2 years;A673755;Dog;Pit Bull Mix;Chocolate/White;2012-02-01T00:00:00;2014-03-08T17:42:00;2014-03-08T17:42:00;Mr. Johnson;;Return to Owner;Neutered Male
